,x,xdot,theta,theta_dot
3655,-5.83,-0.00,0.00,0.00
3656,-5.83,-0.00,0.00,0.00
3657,-5.83,0.00,0.00,0.00
3658,-5.82,-0.00,-0.00,0.00
3659,-5.82,-0.00,-0.00,0.00
3660,-5.82,-0.00,-0.00,0.00
3661,-5.82,-0.00,-0.00,0.00
3662,-5.82,-0.00,-0.00,0.00
3663,-5.82,-0.00,-0.00,0.00
3664,-5.82,-0.00,-0.00,0.00
3665,-5.83,-0.00,-0.00,0.00
3666,-5.83,-0.00,-0.00,0.00
3667,-5.83,-0.00,-0.00,0.00
3668,-5.83,-0.00,-0.00,0.00
3669,-5.83,-0.00,-0.00,0.00
3670,-5.83,-0.00,-0.00,0.00
3671,-5.83,-0.00,-0.00,0.00
3672,-5.83,-0.00,-0.00,0.00
3673,-5.83,-0.00,-0.00,0.00
3674,-5.83,-0.00,-0.00,0.00
3675,-5.83,-0.00,-0.00,0.00
3676,-5.83,-0.00,0.00,0.00
3677,-5.83,-0.00,0.00,0.00
3678,-5.83,-0.00,0.00,0.00
3679,-5.83,-0.00,0.00,0.00
3680,-5.83,-0.00,0.00,0.00
3681,-5.83,-0.00,0.00,0.00
3682,-5.83,-0.00,0.00,0.00
3683,-5.83,-0.00,0.00,0.00
3684,-5.83,-0.00,0.00,0.00
3685,-5.83,-0.00,0.00,0.00
3686,-5.83,-0.00,0.00,0.00
3687,-5.83,-0.00,0.00,0.00
3688,-5.83,0.00,0.00,0.00
3689,-5.82,-0.00,-0.00,0.00
3690,-5.82,-0.00,-0.00,0.00
3691,-5.82,-0.00,-0.00,0.00
3692,-5.82,-0.00,-0.00,0.00
3693,-5.82,-0.00,-0.00,0.00
3694,-5.82,-0.00,-0.00,0.00
3695,-5.83,-0.00,-0.00,0.00
3696,-5.83,-0.00,-0.00,0.00
3697,-5.83,-0.00,-0.00,0.00
3698,-5.83,-0.00,-0.00,0.00
3699,-5.83,-0.00,-0.00,0.00
3700,-5.83,-0.00,-0.00,0.00
3701,-5.83,-0.00,-0.00,0.00
3702,-5.83,-0.00,-0.00,0.00
3703,-5.83,-0.00,-0.00,0.00
3704,-5.83,-0.00,-0.00,0.00
3705,-5.83,-0.00,-0.00,0.00
3706,-5.83,-0.00,-0.00,0.00
3707,-5.83,-0.00,0.00,0.00
3708,-5.83,-0.00,0.00,0.00
3709,-5.83,-0.00,0.00,0.00
3710,-5.83,-0.00,0.00,0.00
3711,-5.83,-0.00,0.00,0.00
3712,-5.83,-0.00,0.00,0.00
3713,-5.83,-0.00,0.00,0.00
3714,-5.83,-0.00,0.00,0.00
3715,-5.83,-0.00,0.00,0.00
3716,-5.83,-0.00,0.00,0.00
3717,-5.83,-0.00,0.00,0.00
3718,-5.83,-0.00,0.00,0.00
3719,-5.83,0.00,0.00,0.00
3720,-5.82,-0.00,-0.00,0.00
3721,-5.82,-0.00,-0.00,0.00
3722,-5.82,-0.00,-0.00,0.00
3723,-5.82,-0.00,-0.00,0.00
3724,-5.82,-0.00,-0.00,0.00
3725,-5.83,-0.00,-0.00,0.00
3726,-5.83,-0.00,-0.00,0.00
3727,-5.83,-0.00,-0.00,0.00
3728,-5.83,-0.00,-0.00,0.00
3729,-5.83,-0.00,-0.00,0.00
3730,-5.83,-0.00,-0.00,0.00
3731,-5.83,-0.00,-0.00,0.00
3732,-5.83,-0.00,-0.00,0.00
3733,-5.83,-0.00,-0.00,0.00
3734,-5.83,-0.00,-0.00,0.00
3735,-5.83,-0.00,-0.00,0.00
3736,-5.83,-0.00,-0.00,0.00
3737,-5.83,-0.00,-0.00,0.00
3738,-5.83,-0.00,0.00,0.00
3739,-5.83,-0.00,0.00,0.00
3740,-5.83,-0.00,0.00,0.00
3741,-5.83,-0.00,0.00,0.00
3742,-5.83,-0.00,0.00,0.00
3743,-5.83,-0.00,0.00,0.00
3744,-5.83,-0.00,0.00,0.00
3745,-5.83,-0.00,0.00,0.00
3746,-5.83,-0.00,0.00,0.00
3747,-5.83,-0.00,0.00,0.00
3748,-5.83,-0.00,0.00,0.00
3749,-5.83,-0.00,0.00,0.00
3750,-5.83,0.00,0.00,0.00
3751,-5.82,-0.00,-0.00,0.00
3752,-5.82,-0.00,-0.00,0.00
3753,-5.82,-0.00,-0.00,0.00
3754,-5.82,-0.00,-0.00,0.00
3755,-5.83,-0.00,-0.00,0.00
3756,-5.83,-0.00,-0.00,0.00
3757,-5.83,-0.00,-0.00,0.00
3758,-5.83,-0.00,-0.00,0.00
3759,-5.83,-0.00,-0.00,0.00
3760,-5.83,-0.00,-0.00,0.00
3761,-5.83,-0.00,-0.00,0.00
3762,-5.83,-0.00,-0.00,0.00
3763,-5.83,-0.00,-0.00,0.00
3764,-5.83,-0.00,-0.00,0.00
3765,-5.83,-0.00,-0.00,0.00
3766,-5.83,-0.00,-0.00,0.00
3767,-5.83,-0.00,-0.00,0.00
3768,-5.83,-0.00,-0.00,0.00
3769,-5.83,-0.00,0.00,0.00
3770,-5.83,-0.00,0.00,0.00
3771,-5.83,-0.00,0.00,0.00
3772,-5.83,-0.00,0.00,0.00
3773,-5.83,-0.00,0.00,0.00
3774,-5.83,-0.00,0.00,0.00
3775,-5.83,-0.00,0.00,0.00
3776,-5.83,-0.00,0.00,0.00
3777,-5.83,-0.00,0.00,0.00
3778,-5.83,-0.00,0.00,0.00
3779,-5.83,-0.00,0.00,0.00
3780,-5.83,-0.00,0.00,0.00
3781,-5.83,0.00,0.00,0.00
3782,-5.82,-0.00,-0.00,0.00
3783,-5.82,-0.00,-0.00,0.00
3784,-5.82,-0.00,-0.00,0.00
3785,-5.83,-0.00,-0.00,0.00
3786,-5.83,-0.00,-0.00,0.00
3787,-5.83,-0.00,-0.00,0.00
3788,-5.83,-0.00,-0.00,0.00
3789,-5.83,-0.00,-0.00,0.00
3790,-5.83,-0.00,-0.00,0.00
3791,-5.83,-0.00,-0.00,0.00
3792,-5.83,-0.00,-0.00,0.00
3793,-5.83,-0.00,-0.00,0.00
3794,-5.83,-0.00,-0.00,0.00
3795,-5.83,-0.00,-0.00,0.00
3796,-5.83,-0.00,-0.00,0.00
3797,-5.83,-0.00,-0.00,0.00
3798,-5.83,-0.00,-0.00,0.00
3799,-5.83,-0.00,-0.00,0.00
3800,-5.83,-0.00,0.00,0.00
3801,-5.83,-0.00,0.00,0.00
3802,-5.83,-0.00,0.00,0.00
3803,-5.83,-0.00,0.00,0.00
3804,-5.83,-0.00,0.00,0.00
3805,-5.83,-0.00,0.00,0.00
3806,-5.83,-0.00,0.00,0.00
3807,-5.83,-0.00,0.00,0.00
3808,-5.83,-0.00,0.00,0.00
3809,-5.83,-0.00,0.00,0.00
3810,-5.83,-0.00,0.00,0.00
3811,-5.83,-0.00,0.00,0.00
3812,-5.83,0.00,0.00,0.00
3813,-5.82,-0.00,-0.00,0.00
3814,-5.82,-0.00,-0.00,0.00
3815,-5.83,-0.00,-0.00,0.00
3816,-5.83,-0.00,-0.00,0.00
3817,-5.83,-0.00,-0.00,0.00
3818,-5.83,-0.00,-0.00,0.00
3819,-5.83,-0.00,-0.00,0.00
3820,-5.83,-0.00,-0.00,0.00
3821,-5.83,-0.00,-0.00,0.00
3822,-5.83,-0.00,-0.00,0.00
3823,-5.83,-0.00,-0.00,0.00
3824,-5.83,-0.00,-0.00,0.00
3825,-5.83,-0.00,-0.00,0.00
3826,-5.83,-0.00,-0.00,0.00
3827,-5.83,-0.00,-0.00,0.00
3828,-5.83,-0.00,-0.00,0.00
3829,-5.83,-0.00,-0.00,0.00
3830,-5.83,-0.00,-0.00,0.00
3831,-5.83,-0.00,0.00,0.00
3832,-5.83,-0.00,0.00,0.00
3833,-5.83,-0.00,0.00,0.00
3834,-5.83,-0.00,0.00,0.00
3835,-5.83,-0.00,0.00,0.00
3836,-5.83,-0.00,0.00,0.00
3837,-5.83,-0.00,0.00,0.00
3838,-5.83,-0.00,0.00,0.00
3839,-5.83,-0.00,0.00,0.00
3840,-5.83,-0.00,0.00,0.00
3841,-5.83,-0.00,0.00,0.00
3842,-5.83,-0.00,0.00,0.00
3843,-5.83,0.00,0.00,0.00
3844,-5.82,-0.00,-0.00,0.00
3845,-5.83,-0.00,-0.00,0.00
3846,-5.83,-0.00,-0.00,0.00
3847,-5.83,-0.00,-0.00,0.00
3848,-5.83,-0.00,-0.00,0.00
3849,-5.83,-0.00,-0.00,0.00
3850,-5.83,-0.00,-0.00,0.00
3851,-5.83,-0.00,-0.00,0.00
3852,-5.83,-0.00,-0.00,0.00
3853,-5.83,-0.00,-0.00,0.00
3854,-5.83,-0.00,-0.00,0.00
3855,-5.83,-0.00,-0.00,0.00
3856,-5.83,-0.00,-0.00,0.00
3857,-5.83,-0.00,-0.00,0.00
3858,-5.83,-0.00,-0.00,0.00
3859,-5.83,-0.00,-0.00,0.00
3860,-5.83,-0.00,-0.00,0.00
3861,-5.83,-0.00,-0.00,0.00
3862,-5.83,-0.00,0.00,0.00
3863,-5.83,-0.00,0.00,0.00
3864,-5.83,-0.00,0.00,0.00
3865,-5.83,-0.00,0.00,0.00
3866,-5.83,-0.00,0.00,0.00
3867,-5.83,-0.00,0.00,0.00
3868,-5.83,-0.00,0.00,0.00
3869,-5.83,-0.00,0.00,0.00
3870,-5.83,-0.00,0.00,0.00
3871,-5.83,-0.00,0.00,0.00
3872,-5.83,-0.00,0.00,0.00
3873,-5.83,-0.00,0.00,0.00
3874,-5.83,0.00,0.00,0.00
3875,-5.83,-0.00,-0.00,0.00
3876,-5.83,-0.00,-0.00,0.00
3877,-5.83,-0.00,-0.00,0.00
3878,-5.83,-0.00,-0.00,0.00
3879,-5.83,-0.00,-0.00,0.00
3880,-5.83,-0.00,-0.00,0.00
3881,-5.83,-0.00,-0.00,0.00
3882,-5.83,-0.00,-0.00,0.00
3883,-5.83,-0.00,-0.00,0.00
3884,-5.83,-0.00,-0.00,0.00
3885,-5.83,-0.00,-0.00,0.00
3886,-5.83,-0.00,-0.00,0.00
3887,-5.83,-0.00,-0.00,0.00
3888,-5.83,-0.00,-0.00,0.00
3889,-5.83,-0.00,-0.00,0.00
3890,-5.83,-0.00,-0.00,0.00
3891,-5.83,-0.00,-0.00,0.00
3892,-5.83,-0.00,-0.00,0.00
3893,-5.83,-0.00,0.00,0.00
3894,-5.83,-0.00,0.00,0.00
3895,-5.83,-0.00,0.00,0.00
3896,-5.83,-0.00,0.00,0.00
3897,-5.83,-0.00,0.00,0.00
3898,-5.83,-0.00,0.00,0.00
3899,-5.83,-0.00,0.00,0.00
3900,-5.83,-0.00,0.00,0.00
3901,-5.83,-0.00,0.00,0.00
3902,-5.83,-0.00,0.00,0.00
3903,-5.83,-0.00,0.00,0.00
3904,-5.83,-0.00,0.00,0.00
3905,-5.83,0.00,0.00,0.00
3906,-5.83,-0.00,-0.00,0.00
3907,-5.83,-0.00,-0.00,0.00
3908,-5.83,-0.00,-0.00,0.00
3909,-5.83,-0.00,-0.00,0.00
3910,-5.83,-0.00,-0.00,0.00
3911,-5.83,-0.00,-0.00,0.00
3912,-5.83,-0.00,-0.00,0.00
3913,-5.83,-0.00,-0.00,0.00
3914,-5.83,-0.00,-0.00,0.00
3915,-5.83,-0.00,-0.00,0.00
3916,-5.83,-0.00,-0.00,0.00
3917,-5.83,-0.00,-0.00,0.00
3918,-5.83,-0.00,-0.00,0.00
3919,-5.83,-0.00,-0.00,0.00
3920,-5.83,-0.00,-0.00,0.00
3921,-5.83,-0.00,-0.00,0.00
3922,-5.83,-0.00,-0.00,0.00
3923,-5.83,-0.00,-0.00,0.00
3924,-5.83,-0.00,0.00,0.00
3925,-5.83,-0.00,0.00,0.00
3926,-5.83,-0.00,0.00,0.00
3927,-5.83,-0.00,0.00,0.00
3928,-5.83,-0.00,0.00,0.00
3929,-5.83,-0.00,0.00,0.00
3930,-5.83,-0.00,0.00,0.00
3931,-5.83,-0.00,0.00,0.00
3932,-5.83,-0.00,0.00,0.00
3933,-5.83,-0.00,0.00,0.00
3934,-5.83,-0.00,0.00,0.00
3935,-5.83,-0.00,0.00,0.00
3936,-5.83,0.00,0.00,0.00
3937,-5.83,-0.00,-0.00,0.00
3938,-5.83,-0.00,-0.00,0.00
3939,-5.83,-0.00,-0.00,0.00
3940,-5.83,-0.00,-0.00,0.00
3941,-5.83,-0.00,-0.00,0.00
3942,-5.83,-0.00,-0.00,0.00
3943,-5.83,-0.00,-0.00,0.00
3944,-5.83,-0.00,-0.00,0.00
3945,-5.83,-0.00,-0.00,0.00
3946,-5.83,-0.00,-0.00,0.00
3947,-5.83,-0.00,-0.00,0.00
3948,-5.83,-0.00,-0.00,0.00
3949,-5.83,-0.00,-0.00,0.00
3950,-5.83,-0.00,-0.00,0.00
3951,-5.83,-0.00,-0.00,0.00
3952,-5.83,-0.00,-0.00,0.00
3953,-5.83,-0.00,-0.00,0.00
3954,-5.83,-0.00,-0.00,0.00
3955,-5.83,-0.00,0.00,0.00
3956,-5.83,-0.00,0.00,0.00
3957,-5.83,-0.00,0.00,0.00
3958,-5.83,-0.00,0.00,0.00
3959,-5.83,-0.00,0.00,0.00
3960,-5.83,-0.00,0.00,0.00
3961,-5.83,-0.00,0.00,0.00
3962,-5.83,-0.00,0.00,0.00
3963,-5.83,-0.00,0.00,0.00
3964,-5.83,-0.00,0.00,0.00
3965,-5.83,-0.00,0.00,0.00
3966,-5.83,-0.00,0.00,0.00
3967,-5.83,0.00,0.00,0.00
3968,-5.83,-0.00,-0.00,0.00
3969,-5.83,-0.00,-0.00,0.00
3970,-5.83,-0.00,-0.00,0.00
3971,-5.83,-0.00,-0.00,0.00
3972,-5.83,-0.00,-0.00,0.00
3973,-5.83,-0.00,-0.00,0.00
3974,-5.83,-0.00,-0.00,0.00
3975,-5.83,-0.00,-0.00,0.00
3976,-5.83,-0.00,-0.00,0.00
3977,-5.83,-0.00,-0.00,0.00
3978,-5.83,-0.00,-0.00,0.00
3979,-5.83,-0.00,-0.00,0.00
3980,-5.83,-0.00,-0.00,0.00
3981,-5.83,-0.00,-0.00,0.00
3982,-5.83,-0.00,-0.00,0.00
3983,-5.83,-0.00,-0.00,0.00
3984,-5.83,-0.00,-0.00,0.00
3985,-5.83,-0.00,-0.00,0.00
3986,-5.83,-0.00,0.00,0.00
3987,-5.83,-0.00,0.00,0.00
3988,-5.83,-0.00,0.00,0.00
3989,-5.83,-0.00,0.00,0.00
3990,-5.83,-0.00,0.00,0.00
3991,-5.83,-0.00,0.00,0.00
3992,-5.83,-0.00,0.00,0.00
3993,-5.83,-0.00,0.00,0.00
3994,-5.83,-0.00,0.00,0.00
3995,-5.83,-0.00,0.00,0.00
3996,-5.83,-0.00,0.00,0.00
3997,-5.83,-0.00,0.00,0.00
3998,-5.83,0.00,0.00,0.00
3999,-5.83,-0.00,-0.00,0.00
4000,-5.83,-0.00,-0.00,0.00
4001,-5.83,-0.00,-0.00,0.00
4002,-5.83,-0.00,-0.00,0.00
4003,-5.83,-0.00,-0.00,0.00
4004,-5.83,-0.00,-0.00,0.00
4005,-5.83,-0.00,-0.00,0.00
4006,-5.83,-0.00,-0.00,0.00
4007,-5.83,-0.00,-0.00,0.00
4008,-5.83,-0.00,-0.00,0.00
4009,-5.83,-0.00,-0.00,0.00
4010,-5.83,-0.00,-0.00,0.00
4011,-5.83,-0.00,-0.00,0.00
4012,-5.83,-0.00,-0.00,0.00
4013,-5.83,-0.00,-0.00,0.00
4014,-5.83,-0.00,-0.00,0.00
4015,-5.83,-0.00,-0.00,0.00
4016,-5.83,-0.00,-0.00,0.00
4017,-5.83,-0.00,0.00,0.00
4018,-5.83,-0.00,0.00,0.00
4019,-5.83,-0.00,0.00,0.00
4020,-5.83,-0.00,0.00,0.00
4021,-5.83,-0.00,0.00,0.00
4022,-5.83,-0.00,0.00,0.00
4023,-5.83,-0.00,0.00,0.00
4024,-5.83,-0.00,0.00,0.00
4025,-5.83,-0.00,0.00,0.00
4026,-5.83,-0.00,0.00,0.00
4027,-5.83,-0.00,0.00,0.00
4028,-5.83,-0.00,0.00,0.00
4029,-5.83,0.00,0.00,0.00
4030,-5.83,-0.00,-0.00,0.00
4031,-5.83,-0.00,-0.00,0.00
4032,-5.83,-0.00,-0.00,0.00
4033,-5.83,-0.00,-0.00,0.00
4034,-5.83,-0.00,-0.00,0.00
4035,-5.83,-0.00,-0.00,0.00
4036,-5.83,-0.00,-0.00,0.00
4037,-5.83,-0.00,-0.00,0.00
4038,-5.83,-0.00,-0.00,0.00
4039,-5.83,-0.00,-0.00,0.00
4040,-5.83,-0.00,-0.00,0.00
4041,-5.83,-0.00,-0.00,0.00
4042,-5.83,-0.00,-0.00,0.00
4043,-5.83,-0.00,-0.00,0.00
4044,-5.83,-0.00,-0.00,0.00
4045,-5.83,-0.00,-0.00,0.00
4046,-5.83,-0.00,-0.00,0.00
4047,-5.83,-0.00,-0.00,0.00
4048,-5.83,-0.00,0.00,0.00
4049,-5.83,-0.00,0.00,0.00
4050,-5.83,-0.00,0.00,0.00
4051,-5.83,-0.00,0.00,0.00
4052,-5.83,-0.00,0.00,0.00
4053,-5.83,-0.00,0.00,0.00
4054,-5.83,-0.00,0.00,0.00
4055,-5.83,-0.00,0.00,0.00
4056,-5.83,-0.00,0.00,0.00
4057,-5.83,-0.00,0.00,0.00
4058,-5.83,-0.00,0.00,0.00
4059,-5.83,-0.00,0.00,0.00
4060,-5.83,0.00,0.00,0.00
4061,-5.83,-0.00,-0.00,0.00
4062,-5.83,-0.00,-0.00,0.00
4063,-5.83,-0.00,-0.00,0.00
4064,-5.83,-0.00,-0.00,0.00
4065,-5.83,-0.00,-0.00,0.00
4066,-5.83,-0.00,-0.00,0.00
4067,-5.83,-0.00,-0.00,0.00
4068,-5.83,-0.00,-0.00,0.00
4069,-5.83,-0.00,-0.00,0.00
4070,-5.83,-0.00,-0.00,0.00
4071,-5.83,-0.00,-0.00,0.00
4072,-5.83,-0.00,-0.00,0.00
4073,-5.83,-0.00,-0.00,0.00
4074,-5.83,-0.00,-0.00,0.00
4075,-5.83,-0.00,-0.00,0.00
4076,-5.83,-0.00,-0.00,0.00
4077,-5.83,-0.00,-0.00,0.00
4078,-5.83,-0.00,-0.00,0.00
4079,-5.83,-0.00,0.00,0.00
4080,-5.83,-0.00,0.00,0.00
4081,-5.83,-0.00,0.00,0.00
4082,-5.83,-0.00,0.00,0.00
4083,-5.83,-0.00,0.00,0.00
4084,-5.83,-0.00,0.00,0.00
4085,-5.83,-0.00,0.00,0.00
4086,-5.83,-0.00,0.00,0.00
4087,-5.83,-0.00,0.00,0.00
4088,-5.83,-0.00,0.00,0.00
4089,-5.83,-0.00,0.00,0.00
4090,-5.83,-0.00,0.00,0.00
4091,-5.83,0.00,0.00,0.00
4092,-5.83,-0.00,-0.00,0.00
4093,-5.83,-0.00,-0.00,0.00
4094,-5.83,-0.00,-0.00,0.00
4095,-5.83,-0.00,-0.00,0.00
4096,-5.83,-0.00,-0.00,0.00
4097,-5.83,-0.00,-0.00,0.00
4098,-5.83,-0.00,-0.00,0.00
4099,-5.83,-0.00,-0.00,0.00
4100,-5.83,-0.00,-0.00,0.00
4101,-5.83,-0.00,-0.00,0.00
4102,-5.83,-0.00,-0.00,0.00
4103,-5.83,-0.00,-0.00,0.00
4104,-5.83,-0.00,-0.00,0.00
4105,-5.83,-0.00,-0.00,0.00
4106,-5.83,-0.00,-0.00,0.00
4107,-5.83,-0.00,-0.00,0.00
4108,-5.83,-0.00,-0.00,0.00
4109,-5.83,-0.00,-0.00,0.00
4110,-5.83,-0.00,0.00,0.00
4111,-5.83,-0.00,0.00,0.00
4112,-5.83,-0.00,0.00,0.00
4113,-5.83,-0.00,0.00,0.00
4114,-5.83,-0.00,0.00,0.00
4115,-5.83,-0.00,0.00,0.00
4116,-5.83,-0.00,0.00,0.00
4117,-5.83,-0.00,0.00,0.00
4118,-5.83,-0.00,0.00,0.00
4119,-5.83,-0.00,0.00,0.00
4120,-5.83,-0.00,0.00,0.00
4121,-5.83,-0.00,0.00,0.00
4122,-5.83,0.00,0.00,0.00
4123,-5.83,-0.00,-0.00,0.00
4124,-5.83,-0.00,-0.00,0.00
4125,-5.83,-0.00,-0.00,0.00
4126,-5.83,-0.00,-0.00,0.00
4127,-5.83,-0.00,-0.00,0.00
4128,-5.83,-0.00,-0.00,0.00
4129,-5.83,-0.00,-0.00,0.00
4130,-5.83,-0.00,-0.00,0.00
4131,-5.83,-0.00,-0.00,0.00
4132,-5.83,-0.00,-0.00,0.00
4133,-5.83,-0.00,-0.00,0.00
4134,-5.83,-0.00,-0.00,0.00
4135,-5.83,-0.00,-0.00,0.00
4136,-5.83,-0.00,-0.00,0.00
4137,-5.83,-0.00,-0.00,0.00
4138,-5.83,-0.00,-0.00,0.00
4139,-5.83,-0.00,-0.00,0.00
4140,-5.83,-0.00,-0.00,0.00
4141,-5.83,-0.00,0.00,0.00
4142,-5.83,-0.00,0.00,0.00
4143,-5.83,-0.00,0.00,0.00
4144,-5.83,-0.00,0.00,0.00
4145,-5.83,-0.00,0.00,0.00
4146,-5.83,-0.00,0.00,0.00
4147,-5.83,-0.00,0.00,0.00
4148,-5.83,-0.00,0.00,0.00
4149,-5.83,-0.00,0.00,0.00
4150,-5.83,-0.00,0.00,0.00
4151,-5.83,-0.00,0.00,0.00
4152,-5.83,-0.00,0.00,0.00
4153,-5.83,0.00,0.00,0.00
4154,-5.83,-0.00,-0.00,0.00
4155,-5.83,-0.00,-0.00,0.00
4156,-5.83,-0.00,-0.00,0.00
4157,-5.83,-0.00,-0.00,0.00
4158,-5.83,-0.00,-0.00,0.00
4159,-5.83,-0.00,-0.00,0.00
4160,-5.83,-0.00,-0.00,0.00
4161,-5.83,-0.00,-0.00,0.00
4162,-5.83,-0.00,-0.00,0.00
4163,-5.83,-0.00,-0.00,0.00
4164,-5.83,-0.00,-0.00,0.00
4165,-5.83,-0.00,-0.00,0.00
4166,-5.83,-0.00,-0.00,0.00
4167,-5.83,-0.00,-0.00,0.00
4168,-5.83,-0.00,-0.00,0.00
4169,-5.83,-0.00,-0.00,0.00
4170,-5.83,-0.00,-0.00,0.00
4171,-5.83,-0.00,-0.00,0.00
4172,-5.83,-0.00,0.00,0.00
4173,-5.83,-0.00,0.00,0.00
4174,-5.83,-0.00,0.00,0.00
4175,-5.83,-0.00,0.00,0.00
4176,-5.83,-0.00,0.00,0.00
4177,-5.83,-0.00,0.00,0.00
4178,-5.83,-0.00,0.00,0.00
4179,-5.83,-0.00,0.00,0.00
4180,-5.83,-0.00,0.00,0.00
4181,-5.83,-0.00,0.00,0.00
4182,-5.83,-0.00,0.00,0.00
4183,-5.83,-0.00,0.00,0.00
4184,-5.83,0.00,0.00,0.00
4185,-5.83,-0.00,-0.00,0.00
4186,-5.83,-0.00,-0.00,0.00
4187,-5.83,-0.00,-0.00,0.00
4188,-5.83,-0.00,-0.00,0.00
4189,-5.83,-0.00,-0.00,0.00
4190,-5.83,-0.00,-0.00,0.00
4191,-5.83,-0.00,-0.00,0.00
4192,-5.83,-0.00,-0.00,0.00
4193,-5.83,-0.00,-0.00,0.00
4194,-5.83,-0.00,-0.00,0.00
4195,-5.83,-0.00,-0.00,0.00
4196,-5.83,-0.00,-0.00,0.00
4197,-5.83,-0.00,-0.00,0.00
4198,-5.83,-0.00,-0.00,0.00
4199,-5.83,-0.00,-0.00,0.00
4200,-5.83,-0.00,-0.00,0.00
4201,-5.83,-0.00,-0.00,0.00
4202,-5.83,-0.00,-0.00,0.00
4203,-5.83,-0.00,0.00,0.00
4204,-5.83,-0.00,0.00,0.00
4205,-5.83,-0.00,0.00,0.00
4206,-5.83,-0.00,0.00,0.00
4207,-5.83,-0.00,0.00,0.00
4208,-5.83,-0.00,0.00,0.00
4209,-5.83,-0.00,0.00,0.00
4210,-5.83,-0.00,0.00,0.00
4211,-5.83,-0.00,0.00,0.00
4212,-5.83,-0.00,0.00,0.00
4213,-5.83,-0.00,0.00,0.00
4214,-5.83,-0.00,0.00,0.00
4215,-5.83,0.00,0.00,0.00
4216,-5.83,-0.00,-0.00,0.00
4217,-5.83,-0.00,-0.00,0.00
4218,-5.83,-0.00,-0.00,0.00
4219,-5.83,-0.00,-0.00,0.00
4220,-5.83,-0.00,-0.00,0.00
4221,-5.83,-0.00,-0.00,0.00
4222,-5.83,-0.00,-0.00,0.00
4223,-5.83,-0.00,-0.00,0.00
4224,-5.83,-0.00,-0.00,0.00
4225,-5.83,-0.00,-0.00,0.00
4226,-5.83,-0.00,-0.00,0.00
4227,-5.83,-0.00,-0.00,0.00
4228,-5.83,-0.00,-0.00,0.00
4229,-5.83,-0.00,-0.00,0.00
4230,-5.83,-0.00,-0.00,0.00
4231,-5.83,-0.00,-0.00,0.00
4232,-5.83,-0.00,-0.00,0.00
4233,-5.83,-0.00,-0.00,0.00
4234,-5.83,-0.00,0.00,0.00
4235,-5.83,-0.00,0.00,0.00
4236,-5.83,-0.00,0.00,0.00
4237,-5.83,-0.00,0.00,0.00
4238,-5.83,-0.00,0.00,0.00
4239,-5.83,-0.00,0.00,0.00
4240,-5.83,-0.00,0.00,0.00
4241,-5.83,-0.00,0.00,0.00
4242,-5.83,-0.00,0.00,0.00
4243,-5.83,-0.00,0.00,0.00
4244,-5.83,-0.00,0.00,0.00
4245,-5.83,-0.00,0.00,0.00
4246,-5.83,0.00,0.00,0.00
4247,-5.83,-0.00,-0.00,0.00
4248,-5.83,-0.00,-0.00,0.00
4249,-5.83,-0.00,-0.00,0.00
4250,-5.83,-0.00,-0.00,0.00
4251,-5.83,-0.00,-0.00,0.00
4252,-5.83,-0.00,-0.00,0.00
4253,-5.83,-0.00,-0.00,0.00
4254,-5.83,-0.00,-0.00,0.00
4255,-5.83,-0.00,-0.00,0.00
4256,-5.83,-0.00,-0.00,0.00
4257,-5.83,-0.00,-0.00,0.00
4258,-5.83,-0.00,-0.00,0.00
4259,-5.83,-0.00,-0.00,0.00
4260,-5.83,-0.00,-0.00,0.00
4261,-5.83,-0.00,-0.00,0.00
4262,-5.83,-0.00,-0.00,0.00
4263,-5.83,-0.00,-0.00,0.00
4264,-5.83,-0.00,-0.00,0.00
4265,-5.83,-0.00,0.00,0.00
4266,-5.83,-0.00,0.00,0.00
4267,-5.83,-0.00,0.00,0.00
4268,-5.83,-0.00,0.00,0.00
4269,-5.83,-0.00,0.00,0.00
4270,-5.83,-0.00,0.00,0.00
4271,-5.83,-0.00,0.00,0.00
4272,-5.83,-0.00,0.00,0.00
4273,-5.83,-0.00,0.00,0.00
4274,-5.83,-0.00,0.00,0.00
4275,-5.83,-0.00,0.00,0.00
4276,-5.83,-0.00,0.00,0.00
4277,-5.83,0.00,0.00,0.00
4278,-5.83,-0.00,-0.00,0.00
4279,-5.83,-0.00,-0.00,0.00
4280,-5.83,-0.00,-0.00,0.00
4281,-5.83,-0.00,-0.00,0.00
4282,-5.83,-0.00,-0.00,0.00
4283,-5.83,-0.00,-0.00,0.00
4284,-5.83,-0.00,-0.00,0.00
4285,-5.83,-0.00,-0.00,0.00
4286,-5.83,-0.00,-0.00,0.00
4287,-5.83,-0.00,-0.00,0.00
4288,-5.83,-0.00,-0.00,0.00
4289,-5.83,-0.00,-0.00,0.00
4290,-5.83,-0.00,-0.00,0.00
4291,-5.83,-0.00,-0.00,0.00
4292,-5.83,-0.00,-0.00,0.00
4293,-5.83,-0.00,-0.00,0.00
4294,-5.83,-0.00,-0.00,0.00
4295,-5.83,-0.00,-0.00,0.00
4296,-5.83,-0.00,0.00,0.00
4297,-5.83,-0.00,0.00,0.00
4298,-5.83,-0.00,0.00,0.00
4299,-5.83,-0.00,0.00,0.00
4300,-5.83,-0.00,0.00,0.00
4301,-5.83,-0.00,0.00,0.00
4302,-5.83,-0.00,0.00,0.00
